subject,body,label
Zoom: Meeting invitation pending - Missed webinar with Legal,You missed an urgent video conference meeting with Legal Counsel regarding an internal compliance investigation. Review the audio transcript and recording at http://zoom-cloud-meetings-recording.click/watch?id=981273. Login required.,1
[URGENT] Zoom: Meeting invitation pending - Missed webinar with Legal,"High Priority Alert:

You missed an urgent video conference meeting with Legal Counsel regarding an internal compliance investigation. Review the audio transcript and recording at http://zoom-cloud-meetings-recording.click/watch?id=981273. Login required.

Immediate compliance is required by security policy.",1
ATTENTION: Zoom: Meeting invitation pending - Missed webinar with Legal,"Notice ID: #SEC-83917
You missed an urgent video conference meeting with Legal Counsel regarding an internal compliance investigation. Review the audio transcript and recording at http://zoom-cloud-meetings-recording.click/watch?id=981273. Login required.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: Zoom: Meeting invitation pending - Missed webinar with Legal,"Final notice before administrative suspension.
You missed an urgent video conference meeting with Legal Counsel regarding an internal compliance investigation. Review the audio transcript and recording at http://zoom-cloud-meetings-recording.click/watch?id=981273. Login required.",1
Action Required: Zoom: Meeting invitation pending - Missed webinar with Legal,"Dear User,

Please review the following notice immediately:

You missed an urgent video conference meeting with Legal Counsel regarding an internal compliance investigation. Review the audio transcript and recording at http://zoom-cloud-meetings-recording.click/watch?id=981273. Login required.

Thank you,
Account Services",1
Voicemail Notification: You have 1 new pending audio message (42s),PBX Telephone System: You received a confidential voicemail from +1 (800) 555-0199. Listen to the recording online: http://cisco-voicemail-audio-player.top/listen?msg=8271. Authentication required with your work email credentials.,1
[URGENT] Voicemail Notification: You have 1 new pending audio message (42s),"High Priority Alert:

PBX Telephone System: You received a confidential voicemail from +1 (800) 555-0199. Listen to the recording online: http://cisco-voicemail-audio-player.top/listen?msg=8271. Authentication required with your work email credentials.

Immediate compliance is required by security policy.",1
ATTENTION: Voicemail Notification: You have 1 new pending audio message (42s),"Notice ID: #SEC-90790
PBX Telephone System: You received a confidential voicemail from +1 (800) 555-0199. Listen to the recording online: http://cisco-voicemail-audio-player.top/listen?msg=8271. Authentication required with your work email credentials.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: Voicemail Notification: You have 1 new pending audio message (42s),"Final notice before administrative suspension.
PBX Telephone System: You received a confidential voicemail from +1 (800) 555-0199. Listen to the recording online: http://cisco-voicemail-audio-player.top/listen?msg=8271. Authentication required with your work email credentials.",1
Action Required: Voicemail Notification: You have 1 new pending audio message (42s),"Dear User,

Please review the following notice immediately:

PBX Telephone System: You received a confidential voicemail from +1 (800) 555-0199. Listen to the recording online: http://cisco-voicemail-audio-player.top/listen?msg=8271. Authentication required with your work email credentials.

Thank you,
Account Services",1
Dropbox: 3 files were shared with you - Financial Audit Q3,Deloitte Auditor shared 'Q3_Financial_Audit_Exceptions.zip' with you on Dropbox. Access and review the files at http://dropbox-secure-cloud-sharing.buzz/share/q3audit before the board meeting tomorrow morning.,1
[URGENT] Dropbox: 3 files were shared with you - Financial Audit Q3,"High Priority Alert:

Deloitte Auditor shared 'Q3_Financial_Audit_Exceptions.zip' with you on Dropbox. Access and review the files at http://dropbox-secure-cloud-sharing.buzz/share/q3audit before the board meeting tomorrow morning.

Immediate compliance is required by security policy.",1
ATTENTION: Dropbox: 3 files were shared with you - Financial Audit Q3,"Notice ID: #SEC-91629
Deloitte Auditor shared 'Q3_Financial_Audit_Exceptions.zip' with you on Dropbox. Access and review the files at http://dropbox-secure-cloud-sharing.buzz/share/q3audit before the board meeting tomorrow morning.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: Dropbox: 3 files were shared with you - Financial Audit Q3,"Final notice before administrative suspension.
Deloitte Auditor shared 'Q3_Financial_Audit_Exceptions.zip' with you on Dropbox. Access and review the files at http://dropbox-secure-cloud-sharing.buzz/share/q3audit before the board meeting tomorrow morning.",1
Action Required: Dropbox: 3 files were shared with you - Financial Audit Q3,"Dear User,

Please review the following notice immediately:

Deloitte Auditor shared 'Q3_Financial_Audit_Exceptions.zip' with you on Dropbox. Access and review the files at http://dropbox-secure-cloud-sharing.buzz/share/q3audit before the board meeting tomorrow morning.

Thank you,
Account Services",1
SharePoint: Document shared with you requires signature,A confidential document 'Vendor_Agreement_Final.pdf' was shared with you. View and download at http://sharepoint-microsoft-onedrive.club/doc?id=28491. Please sign and return immediately.,1
[URGENT] SharePoint: Document shared with you requires signature,"High Priority Alert:

A confidential document 'Vendor_Agreement_Final.pdf' was shared with you. View and download at http://sharepoint-microsoft-onedrive.club/doc?id=28491. Please sign and return immediately.

Immediate compliance is required by security policy.",1
ATTENTION: SharePoint: Document shared with you requires signature,"Notice ID: #SEC-16266
A confidential document 'Vendor_Agreement_Final.pdf' was shared with you. View and download at http://sharepoint-microsoft-onedrive.club/doc?id=28491. Please sign and return immediately.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: SharePoint: Document shared with you requires signature,"Final notice before administrative suspension.
A confidential document 'Vendor_Agreement_Final.pdf' was shared with you. View and download at http://sharepoint-microsoft-onedrive.club/doc?id=28491. Please sign and return immediately.",1
Action Required: SharePoint: Document shared with you requires signature,"Dear User,

Please review the following notice immediately:

A confidential document 'Vendor_Agreement_Final.pdf' was shared with you. View and download at http://sharepoint-microsoft-onedrive.club/doc?id=28491. Please sign and return immediately.

Thank you,
Account Services",1
Geek Squad: Invoice confirmation for automatic renewal ($499.99),"Thank you for renewing your Geek Squad Best Buy Total Tech Protection Plan for $499.99. The amount has been charged to your linked account. If you did not authorize this charge, call our cancellation support line or click http://geeksquad-billing-dispute.online to request an immediate refund.",1
[URGENT] Geek Squad: Invoice confirmation for automatic renewal ($499.99),"High Priority Alert:

Thank you for renewing your Geek Squad Best Buy Total Tech Protection Plan for $499.99. The amount has been charged to your linked account. If you did not authorize this charge, call our cancellation support line or click http://geeksquad-billing-dispute.online to request an immediate refund.

Immediate compliance is required by security policy.",1
ATTENTION: Geek Squad: Invoice confirmation for automatic renewal ($499.99),"Notice ID: #SEC-50051
Thank you for renewing your Geek Squad Best Buy Total Tech Protection Plan for $499.99. The amount has been charged to your linked account. If you did not authorize this charge, call our cancellation support line or click http://geeksquad-billing-dispute.online to request an immediate refund.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: Geek Squad: Invoice confirmation for automatic renewal ($499.99),"Final notice before administrative suspension.
Thank you for renewing your Geek Squad Best Buy Total Tech Protection Plan for $499.99. The amount has been charged to your linked account. If you did not authorize this charge, call our cancellation support line or click http://geeksquad-billing-dispute.online to request an immediate refund.",1
Action Required: Geek Squad: Invoice confirmation for automatic renewal ($499.99),"Dear User,

Please review the following notice immediately:

Thank you for renewing your Geek Squad Best Buy Total Tech Protection Plan for $499.99. The amount has been charged to your linked account. If you did not authorize this charge, call our cancellation support line or click http://geeksquad-billing-dispute.online to request an immediate refund.

Thank you,
Account Services",1
Norton LifeLock: Order receipt #NL-948123 ($389.00 debited),"Your annual Norton 360 subscription has automatically renewed for $389.00. If you wish to dispute this transaction or cancel your subscription, download your cancellation form: http://norton-cancellation-portal.site/dispute.exe.",1
[URGENT] Norton LifeLock: Order receipt #NL-948123 ($389.00 debited),"High Priority Alert:

Your annual Norton 360 subscription has automatically renewed for $389.00. If you wish to dispute this transaction or cancel your subscription, download your cancellation form: http://norton-cancellation-portal.site/dispute.exe.

Immediate compliance is required by security policy.",1
ATTENTION: Norton LifeLock: Order receipt #NL-948123 ($389.00 debited),"Notice ID: #SEC-6276
Your annual Norton 360 subscription has automatically renewed for $389.00. If you wish to dispute this transaction or cancel your subscription, download your cancellation form: http://norton-cancellation-portal.site/dispute.exe.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: Norton LifeLock: Order receipt #NL-948123 ($389.00 debited),"Final notice before administrative suspension.
Your annual Norton 360 subscription has automatically renewed for $389.00. If you wish to dispute this transaction or cancel your subscription, download your cancellation form: http://norton-cancellation-portal.site/dispute.exe.",1
Action Required: Norton LifeLock: Order receipt #NL-948123 ($389.00 debited),"Dear User,

Please review the following notice immediately:

Your annual Norton 360 subscription has automatically renewed for $389.00. If you wish to dispute this transaction or cancel your subscription, download your cancellation form: http://norton-cancellation-portal.site/dispute.exe.

Thank you,
Account Services",1
USPS: Package waiting for redelivery fee,Your package cannot be delivered due to an incomplete address. Please pay $1.99 redelivery fee at http://usps-redelivery-postal.xyz/pay to schedule a new delivery date.,1
[URGENT] USPS: Package waiting for redelivery fee,"High Priority Alert:

Your package cannot be delivered due to an incomplete address. Please pay $1.99 redelivery fee at http://usps-redelivery-postal.xyz/pay to schedule a new delivery date.

Immediate compliance is required by security policy.",1
ATTENTION: USPS: Package waiting for redelivery fee,"Notice ID: #SEC-71081
Your package cannot be delivered due to an incomplete address. Please pay $1.99 redelivery fee at http://usps-redelivery-postal.xyz/pay to schedule a new delivery date.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: USPS: Package waiting for redelivery fee,"Final notice before administrative suspension.
Your package cannot be delivered due to an incomplete address. Please pay $1.99 redelivery fee at http://usps-redelivery-postal.xyz/pay to schedule a new delivery date.",1
Action Required: USPS: Package waiting for redelivery fee,"Dear User,

Please review the following notice immediately:

Your package cannot be delivered due to an incomplete address. Please pay $1.99 redelivery fee at http://usps-redelivery-postal.xyz/pay to schedule a new delivery date.

Thank you,
Account Services",1
Coinbase: Security Warning - Device unauthorized,"A new device logged into your Coinbase account from Berlin, Germany. If this was not you, disable your account immediately at http://coinbase-account-lockout.icu/disable. Do not share your 2FA code.",1
[URGENT] Coinbase: Security Warning - Device unauthorized,"High Priority Alert:

A new device logged into your Coinbase account from Berlin, Germany. If this was not you, disable your account immediately at http://coinbase-account-lockout.icu/disable. Do not share your 2FA code.

Immediate compliance is required by security policy.",1
ATTENTION: Coinbase: Security Warning - Device unauthorized,"Notice ID: #SEC-83053
A new device logged into your Coinbase account from Berlin, Germany. If this was not you, disable your account immediately at http://coinbase-account-lockout.icu/disable. Do not share your 2FA code.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: Coinbase: Security Warning - Device unauthorized,"Final notice before administrative suspension.
A new device logged into your Coinbase account from Berlin, Germany. If this was not you, disable your account immediately at http://coinbase-account-lockout.icu/disable. Do not share your 2FA code.",1
Action Required: Coinbase: Security Warning - Device unauthorized,"Dear User,

Please review the following notice immediately:

A new device logged into your Coinbase account from Berlin, Germany. If this was not you, disable your account immediately at http://coinbase-account-lockout.icu/disable. Do not share your 2FA code.

Thank you,
Account Services",1
Steam Community: Trade offer pending from Valve Admin,A Valve representative has requested an item inventory check. Confirm the trade at http://steamcommunlty-trade.buzz/trade/98124 to avoid trade ban.,1
[URGENT] Steam Community: Trade offer pending from Valve Admin,"High Priority Alert:

A Valve representative has requested an item inventory check. Confirm the trade at http://steamcommunlty-trade.buzz/trade/98124 to avoid trade ban.

Immediate compliance is required by security policy.",1
ATTENTION: Steam Community: Trade offer pending from Valve Admin,"Notice ID: #SEC-29899
A Valve representative has requested an item inventory check. Confirm the trade at http://steamcommunlty-trade.buzz/trade/98124 to avoid trade ban.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: Steam Community: Trade offer pending from Valve Admin,"Final notice before administrative suspension.
A Valve representative has requested an item inventory check. Confirm the trade at http://steamcommunlty-trade.buzz/trade/98124 to avoid trade ban.",1
Action Required: Steam Community: Trade offer pending from Valve Admin,"Dear User,

Please review the following notice immediately:

A Valve representative has requested an item inventory check. Confirm the trade at http://steamcommunlty-trade.buzz/trade/98124 to avoid trade ban.

Thank you,
Account Services",1
Internal IT: VPN certificate expiration alert,Your corporate Cisco AnyConnect VPN certificate expires tonight at 11:59 PM. Renew your security credentials at http://corporate-vpn-renew.top/cert?user=corp before connection drops.,1
[URGENT] Internal IT: VPN certificate expiration alert,"High Priority Alert:

Your corporate Cisco AnyConnect VPN certificate expires tonight at 11:59 PM. Renew your security credentials at http://corporate-vpn-renew.top/cert?user=corp before connection drops.

Immediate compliance is required by security policy.",1
ATTENTION: Internal IT: VPN certificate expiration alert,"Notice ID: #SEC-62485
Your corporate Cisco AnyConnect VPN certificate expires tonight at 11:59 PM. Renew your security credentials at http://corporate-vpn-renew.top/cert?user=corp before connection drops.

Please do not reply directly to this automated security dispatch.",1
Final Reminder: Internal IT: VPN certificate expiration alert,"Final notice before administrative suspension.
Your corporate Cisco AnyConnect VPN certificate expires tonight at 11:59 PM. Renew your security credentials at http://corporate-vpn-renew.top/cert?user=corp before connection drops.",1
Action Required: Internal IT: VPN certificate expiration alert,"Dear User,

Please review the following notice immediately:

Your corporate Cisco AnyConnect VPN certificate expires tonight at 11:59 PM. Renew your security credentials at http://corporate-vpn-renew.top/cert?user=corp before connection drops.

Thank you,
Account Services",1
